id,name
822,French Toast Sticks Platter w/ Sausage & Breakfast Syrup
823,Garden Salad (no chicken)
824,Garlic Parmesan Croutons
825,"Ham, Egg, & Cheese Biscuit"
826,Hamburger
827,Hash Browns – large
828,Hash Browns – medium
829,Hash Browns – small
830,Hershey®’s Sundae Pie
831,Italian Original Chicken Sandiwch
832,Ken’s® Creamy Caesar Dressing (2 oz)
833,Ken’s® Fat Free Ranch Dressing (2 oz)
834,Ken’s® Honey Mustard Dressing (2 oz)
835,Ken’s® Light Italian Dressing (2 oz)
836,Ken’s® Ranch Dressing (2 oz)
837,Low Fat Caramel Sauce
838,Mini Blueberry Biscuits with icing (4pc)
839,Mini M & M® Sundae
840,Motts’® Harvest Plus Applesauce
841,Mozzarella Sticks (4 pc)
842,Mustard Whopper® Sandwich
843,Oatmeal Raisin Cookies (2)
844,Onion Rings – large
845,Onion Rings – medium
846,Onion Rings – small
847,Onion Rings – value
848,Oreo® Sundae
849,Original Chicken Club Sandwich
850,Original Chicken Sandwich
851,Original Chicken Sandwich w/o Mayo
852,Pancake Platter w/ Sausage & 1 oz Breakfast Syrup
853,Pancakes (3) and 1 oz breakfast syrup
854,Peach Granola Sundae
855,Quaker® Oatmeal Maple and Brown Sugar Flavor
856,Quaker® Oatmeal Original
857,Rodeo Cheeseburger
858,Sausage Biscuit
859,"Sausage, Egg, & Cheese Biscuit"
860,"Scrambled Egg Platter w/ Bacon (Scrambled Eggs, Biscuit, Hashbrowns, Bacon Slices)"
861,"Scrambled Egg Platter w/ Sausage (Scrambled Eggs, Biscuit, Hashbrowns, Sausage Patty)"
862,Side of Eggs
863,Side of Southwest Potatoes
864,Side Salad
865,Soft Serve Cone
866,Soft Serve Cup
867,Spicy Chick’n Crisp® Sandwich
868,Spicy Chick’n Crisp® Sandwich w/o Mayo
869,Spicy Chicken BK Wrapper™
870,Strawberry Milk Shake
871,Strawberry Milk Shake
872,Strawberry Milk Shake
873,Strawberry Sundae
874,Strawberry Swirl Cheesecake
875,Tacos (2)
