id,name
2752,"Ice Cream, Vanilla, (1) scoop"
2753,"Iced Coffee, Mocha"
2754,"Iced Coffee, Original"
2755,"Iced Coffee, Vanilla"
2756,"Iced Tea, 10 fl oz"
2757,"Iced Tea, 12 fl oz (Kid’s Cup)"
2758,"Iced Tea, 16 fl oz"
2759,"International Crepe Passport, Fresh Fruit"
2760,"International Crepe Passport, German"
2761,"International Crepe Passport, Nutella®"
2762,"International Crepe Passport, Strawberry Banana Danish"
2763,Cheeseburger – Protein® Style (Bun replaced with Lettuce)
2764,Cheeseburger w/Mustard & Ketchup Instead of Spread
2765,Cheeseburger w/Onion
2766,Chocolate Shake
2767,Double-Double® – Protein® Style (Bun replaced with Lettuce)
2768,Double-Double® w/Mustard & Ketchup Instead of Spread
2769,Double-Double® w/Onion
2770,French Fries
2771,Hamburger – Protein® Style (Bun replaced with Lettuce)
2772,Hamburger w/Mustard & Ketchup Instead of Spread
2773,Hamburger w/Onion
2774,Strawberry Shake
2775,Vanilla Shake
2776,Bacon Breakfast Jack®
2777,Bacon Cheddar Potato Wedges
2778,Bacon Ranch Dressing
2779,Bacon Ultimate Cheeseburger™
2780,"Bacon, Egg & Cheese Biscuit"
2781,Beef Taco (1 Taco)
2782,Beef Taco (2 Tacos)
2783,Big Cheeseburger
2784,Big Cheeseburger
2785,Breakfast Jack®
2786,Breakfast Jack®
2787,Breakfast Pita Pocket
2788,Chicken Club Salad w/ Crispy Chicken Strips**
2789,Chicken Club Salad w/ Grilled Chicken Strips**
2790,Chicken Fajita Pita made w/ Whole Grain (no salsa)
2791,Chicken Fajita Pita made w/ Whole Grain (no salsa)
2792,Chicken Fajita Pita made w/ Whole Grain (w/ salsa)
2793,Chicken Sandwich
2794,Chicken Sandwich
2795,Chicken Sandwich with Bacon
2796,Chicken Sandwich with Bacon
2797,"Chicken Strips, Crispy 2 pc."
2798,"Chicken Strips, Crispy 4 pc."
2799,"Chicken Strips, Grilled 2 pc."
2800,"Chicken Strips, Grilled 4 pc."
2801,Chicken Teriyaki Bowl
2802,Chicken Teriyaki Bowl
2803,Chiquita® Apple Bites with Caramel
2804,Chiquita® Apple Bites with Caramel
2805,Chiquita® Apple Bites with Caramel
2806,Chocolate Lowfat Milk Chug 1%
2807,Chocolate Overload™ Cake
2808,Creamy Southwest Dressing
2809,Egg Roll 1 pc.
2810,Egg Roll 3 pc.
2811,Extreme Sausage® Sandwich
2812,Fish and Chips (Seasonal) w/ large French Fries
2813,Fish and Chips (Seasonal) w/ medium French Fries
2814,Fish and Chips (Seasonal) w/ small French Fries
2815,Fish Sandwich (Seasonal)
2816,"Flavored Iced Tea, Mango 24 fl oz."
2817,"Flavored Iced Tea, Peach 24 fl oz."
2818,"Flavored Iced Tea, Raspberry 24 fl oz."
2819,French Fries (Kid’s)
2820,"French Fries, large"
2821,"French Fries, medium"
2822,"French Fries, small"
2823,French Toast Sticks 2 pc.
2824,French Toast Sticks 4 pc.
2825,Gourmet Seasoned Croutons
2826,Grilled Breakfast Sandwich
2827,Grilled Cheese Sandwich
2828,Grilled Cheese Sandwich
2829,Grilled Chicken Salad**
2830,Grilled Chicken Salad**
2831,Grilled Chicken Strips w/ Teriyaki Dipping Sauce
2832,"Grilled Sandwich, Deli Trio"
2833,"Grilled Sandwich, Turkey, Bacon & Cheddar"
2834,Hamburger
2835,Hamburger
2836,Hamburger Deluxe
2837,Hamburger Deluxe
2838,Hamburger Deluxe
2839,Hamburger Deluxe with Cheese
2840,Hamburger Deluxe with Cheese
2841,Hamburger with Cheese
2842,Hamburger with Cheese
2843,Hashbrown Sticks 5 pc.
2844,Hearty Breakfast Bowl
2845,Homestyle Ranch Chicken Club
2846,"Iced Coffee, Caramel (regular) 24 fl oz."
2847,"Iced Coffee, Original (regular) 24 fl oz."
2848,"Iced Coffee, Vanilla (regular) 24 fl oz."
2849,Jack’s Spicy Chicken®
2850,Jack’s Spicy Chicken® w/ Cheese
2851,Jr. Bacon Cheeseburger
2852,Jr. Bacon Cheeseburger
2853,Jumbo Jack®
2854,Jumbo Jack®
2855,Jumbo Jack® with Cheese
2856,Jumbo Jack® with Cheese
2857,Kona Classic® Coffee (decaf) 12 fl oz.
2858,Kona Classic® Coffee (decaf) 16 fl oz.
2859,Kona Classic® Coffee (regular) 12 fl oz.
2860,Kona Classic® Coffee (regular) 16 fl oz.
2861,Lite Ranch Dressing
2862,Low-Fat Balsamic Vinaigrette
2863,Meaty Breakfast Burrito (no salsa)
2864,Meaty Breakfast Burrito (w/ salsa)
2865,Mini Churros 10 pc.
2866,Mini Churros 5 pc.
2867,Mozzarella Cheese Sticks 3 pc.
2868,Mozzarella Cheese Sticks 6 pc.
2869,New York Style Cheesecake
2870,Onion Rings
2871,Reduced Fat Milk Chug 2%*
2872,Sausage Biscuit
2873,Sausage Breakfast Jack®
2874,Sausage Croissant
2875,"Sausage, Egg & Cheese Biscuit"
2876,Seasoned Curly Fries (Kid’s)
2877,"Seasoned Curly Fries, large"
2878,"Seasoned Curly Fries, medium"
2879,"Seasoned Curly Fries, small"
2880,"Shake, Chocolate w/ Whipped Topping 16 oz."
2881,"Shake, Chocolate w/ Whipped Topping 24 oz."
2882,"Shake, Oreo® Cookie w/ Whipped Topping 16 oz."
2883,"Shake, Oreo® Cookie w/ Whipped Topping 24 oz."
2884,"Shake, Strawberry w/ Whipped Topping 16 oz."
2885,"Shake, Strawberry w/ Whipped Topping 24 oz."
2886,"Shake, Vanilla w/ Whipped Topping 16 oz."
2887,"Shake, Vanilla w/ Whipped Topping 24 oz."
2888,Side Salad
2889,Side Salad**
2890,Side Salad**
2891,Sirloin Cheeseburger
2892,Sirloin Cheeseburger with Bacon
2893,Sirloin Swiss & Grilled Onion Burger
2894,Sirloin Swiss & Grilled Onion Burger with Bacon
2895,"Smoothie, Mango 16 fl oz."
2896,"Smoothie, Mango 16 oz."
2897,"Smoothie, Mango 24 fl oz."
2898,"Smoothie, Strawberry 16 fl oz."
2899,"Smoothie, Strawberry 16 oz."
2900,"Smoothie, Strawberry 24 fl oz."
2901,"Smoothie, Strawberry Banana 16 fl oz."
2902,"Smoothie, Strawberry Banana 16 oz."
2903,"Smoothie, Strawberry Banana 24 fl oz."
2904,Sourdough Breakfast Sandwich
2905,Sourdough Grilled Chicken Club
2906,Sourdough Jack®
2907,Sourdough Steak Melt
2908,Sourdough Ultimate Cheeseburger™
2909,Southwest Chicken Salad w/ Crispy Chicken Strips**
2910,Southwest Chicken Salad w/ Grilled Chicken Strips**
2911,Spicy Corn Sticks
2912,Steak & Egg Burrito (no salsa)
2913,Steak & Egg Burrito (w/ salsa)
2914,Stuffed Jalapeños 3 pc.
2915,Stuffed Jalapeños 7 pc.
2916,Supreme Croissant
2917,Ultimate Breakfast Sandwich
2918,Ultimate Cheeseburger™
2919,#1 Pepe®
2920,#10 Hunter’s Club®
2921,#11 Country Club®
2922,#12 Beach Club®
2923,#13 Gourmet Veggie Club®
2924,#14 Bootlegger Club®
2925,#15 Club Tuna®
2926,#16 Club Lulu®
2927,#17 Ultimate Porker™
2928,#2 Big John®
2929,#3 Totally Tuna®
2930,#4 Turkey Tom®
2931,#4 Turkey Tom®
2932,#5 Vito®
2933,#6 Vegetarian
2934,#7 Gourmet Smoked Ham Club
2935,#8 Billy Club®
2936,#9 Italian Night Club®
2937,BBQ Jimmy Chips
2938,Chocolate Chunk Cookie
2939,Hunter’s Club® Unwich
2940,Iced Tea
2941,Iced Tea
2942,J.J.B.L.T.®
2943,Jalapeño Chips
2944,Lemonade
2945,Lemonade
2946,Light Lemonade
2947,Light Lemonade
2948,"Pickle, Spear"
2949,"Pickle, Whole"
2950,Raisin Oatmeal Cookie
2951,Raspberry Iced Tea
2952,Raspberry Iced Tea
2953,Regular Chips
2954,Sea Salt & Vinegar Chips
2955,Slim 1 Ham & cheese
2956,Slim 2 Roast Beef
2957,Slim 3 Tuna salad
2958,Slim 4 Turkey breast
2959,Slim 4 Turkey breast
2960,"Slim 5 Salami, capicola, cheese"
2961,Slim 6 Double provolone
2962,The J.J. Gargantuan®
2963,The J.J. Gargantuan® Unwich
2964,Thinny Chips
2965,Add Coconut Shrimp
2966,Add Fried Shrimp
2967,Add Snow Crab
2968,Apple Sauce
2969,Aruba Chicken Salad
2970,Aruba Shrimp Salad
2971,Bean Town Bake
2972,Big Cheese Cheesecake
2973,Big Shrimp Platter
2974,Blackened Mahi Sandwich
2975,Blackened Tilapia
2976,Broccoli Florets
2977,Bucket of Shrimp
2978,Bucket of Shrimp
2979,Caesar Salad
2980,Caesar Salad – Chicken
2981,Caesar Salad – Shrimp
2982,Caesar Side Salad
2983,"Calamari, Fried"
2984,Captain’s Catch
2985,Caribbean Feast
2986,Celery & Ranch
2987,Cheesy Mac
2988,Cheesy New Potatoes
2989,Chicken Chipotle Caesar
2990,Chicken Club Sandwich – Blackened
2991,Chicken Club Sandwich – Grilled
2992,Chicken Dippers
2993,Chipotle Bacon Cheeseburger
2994,Chocolate Shack Attack
2995,Chocolate Sundae
2996,Clam Chowder
2997,Classic Cobb Salad – Chicken
2998,Classic Cobb Salad – Shrimp
2999,Classic Cobb Salad – Snow
3000,Classic Sampler
3001,Coconut Shrimp
3002,Coleslaw
3003,Corn on the Cob
3004,Crab Cake Chipotle Caesar
3005,Crab Cake Dinner
3006,Crab Cake Sandwich
3007,Crab Daddy Feast – excluding side of butter
3008,Crab Nachos
3009,Crab Stuffed Mushrooms
3010,Crab Stuffed Shrimp
3011,Crabby Apple Crumble
3012,Crawfish Half ‘n Half
3013,Crazy Good Crab Dip
3014,Crispy Shrimp
3015,Crunchy Catfish
3016,Diablo Mussels
3017,Dipping Butter
3018,Dirty Rice
3019,Double Dip
3020,Dungeness Crab – excluding side of butter
3021,Ear of Corn
3022,East Coast Platter
3023,Fire-Grilled
3024,Fish & Chips
3025,Fish & Shrimp
3026,Fish Fingers
3027,Fisherman’s Platter
3028,French Fries
3029,French Fries
3030,Fried Oysters
3031,Garlic Herb
3032,Garlicky Mussels
3033,Get Stuffed Snapper
3034,Great Balls of Fire
3035,Grilled Malibu Shrimp
3036,Grilled Sunset Salmon
3037,Homestyle Chicken Tenders
3038,House Side Salad
3039,Hush Puppies
3040,Joe’s Classic Steampot
3041,Joe’s Classic Steampot For 2 (Nutritionals for 1 serving)
3042,Joe’s Famous BBQ
3043,Joe’s Steak Deal
3044,Key Lime Wave
3045,Kid’s Snow Crab
3046,King Crab – excluding side of butter
3047,Lobster Daddy Feast – excluding side of butter
3048,Maui Mahi
3049,Mini Beach Burgers
3050,Mini Steampot
3051,Mozzarella Sticks
3052,New England Clam Chowder
3053,Old Bay Steampot
3054,Onion Strings
3055,Paint a Crab
3056,Pan Fried Cheesy Chicken
3057,Pasta-laya
3058,Pizza
3059,Popcorn Shrimp
3060,Ragin’ Cajun
3061,Ribeye
3062,Rice
3063,Rockin Popcorn Shrimp
3064,Salmon Orleans
3065,Samuel Adams Steampot
3066,Sea Turtle Sundae
3067,Seafood Fun-Do
3068,Seaside Platter
3069,Shrimp Pasta Alfredo
3070,Shrimp Trio
3071,Shrimply Grilled Shrimp
3072,Skillet Paella
3073,Snapper Pontchartrain
3074,Snow Crab – excluding side of butter
3075,Spicy Boil
3076,Steak & Malibu Shrimp
3077,Strawberry Sundae
3078,Sunset Fire-Grilled Steampot
3079,Sunset Fire-Grilled Steampot For 2 (Nutritionals for 1 serving)
3080,Surf ‘n Turf Burger
3081,The Big Hook Up
3082,The Diablo Steampot
3083,The KJ Steampot
3084,The Orleans
3085,Veggies
3086,Apple Turnover (1)
3087,BBQ Baked Beans
3088,Biscuit
3089,Caesar Side Salad without Dressing & Croutons
3090,Café Valley Bakery® Chocolate Chip Cake (6 slices per cake)
3091,Chicken Pot Pie
3092,Cole Slaw
3093,Corn on the Cob (3″)
3094,Corn on the Cob (5.5″)
3095,Country Fried Steak with Peppered White Gravy
3096,Country Fried Steak without Peppered White Gravy
3097,Crispy Chicken BLT Salad without Dressing
3098,Crispy Chicken Caesar Salad without Dressing & Croutons
3099,Crispy Strips (2)
3100,Crispy Strips (3)
3101,Crispy Twister®
3102,Crispy Twister® without Sauce
3103,Double Down with OR Filet
3104,Doublicious with OR Filet
3105,EC Chicken- Breast
3106,EC Chicken- Drumstick
3107,EC Chicken- Thigh
3108,EC Chicken- Whole Wing
3109,EC Drumstick Value Box
3110,EC Thigh Value Box
3111,Fiery Buffalo Hot Wings® (1)
3112,Fiery Buffalo Hot Wings® Value Box
3113,Green Beans
3114,Grilled Chicken- Breast
3115,Grilled Chicken- Drumstick
3116,Grilled Chicken- Thigh
3117,Grilled Chicken- Whole Wing
3118,Grilled Drumstick Value Box
3119,Grilled Thigh Value Box
3120,HBBQ Hot Wings® (1)
3121,HBBQ Hot Wings® Value Box
3122,Heinz Buttermilk Ranch Dressing (1)
3123,Hidden Valley® The Original Ranch® Fat Free Dressing (1)
3124,Honey BBQ Sandwich
3125,Hot Wings® (1)
3126,Hot Wings® Value Box
3127,House Side Salad without Dressing
3128,Jalapeno Peppers
3129,KFC Famous Bowls®-Mashed Potato with Gravy
3130,KFC Snacker® with Crispy Strip
3131,KFC Snacker® with Crispy Strip without Sauce
3132,"KFC Snacker® with Crispy Strip, Buffalo"
3133,"KFC Snacker® with Crispy Strip, Ultimate Cheese"
3134,"KFC Snacker®, Honey BBQ"
3135,KFC® Cornbread Muffin
3136,KFC® Creamy Parmesan Caesar Dressing (1)
3137,KFC® Gizzards
3138,KFC® Livers
3139,KFC® OR Filet
3140,Lil’ Bucket™ Chocolate Crème Parfait Cup
3141,Lil’ Bucket™ Lemon Crème Parfait Cup
3142,Lil’ Bucket™ Strawberry Shortcake Parfait Cup
3143,Macaroni and Cheese
3144,Macaroni Salad
3145,Marzetti Light Italian Dressing (1)
3146,Mashed Potatoes with Gravy
3147,Mashed Potatoes without Gravy
3148,OR Chicken- Breast
3149,OR Chicken- Drumstick
3150,OR Chicken- Thigh
3151,OR Chicken- Whole Wing
3152,OR Chicken-Breast without skin or breading
3153,OR Drumstick Value Box
3154,OR Thigh Value Box
3155,Oreo® Cookies and Crème Pie Slice
3156,Parmesan Garlic Croutons Pouch (1)
3157,Popcorn Chicken Value Box
3158,Popcorn Chicken-Individual
3159,Popcorn Chicken-Kids
3160,Popcorn Chicken-Large
3161,Potato Salad
3162,Potato Wedges
3163,Reese’s® Peanut Butter Pie Slice
3164,Sargento® Light String Cheese
3165,Snack-Size Bowl
3166,Spicy Crispy- Breast
3167,Spicy Crispy- Drumstick
3168,Spicy Crispy- Thigh
3169,Spicy Crispy- Whole Wing
3170,Sweet Kernel Corn
3171,Sweet Life® Chocolate Chip Cookie
3172,Sweet Life® Oatmeal Raisin Cookie
3173,Angus Bacon & Cheese
3174,Angus Bacon & Cheese Snack Wrap
3175,Angus Chipotle BBQ Bacon
3176,Angus Chipotle BBQ Bacon Snack Wrap
3177,Angus Deluxe
3178,Angus Deluxe Snack Wrap
3179,Angus Mushroom & Swiss
3180,Angus Mushroom & Swiss Snack Wrap
3181,Apple Dippers with Low Fat Caramel Dip
3182,"Bacon, Egg & Cheese Bagel"
3183,"Bacon, Egg & Cheese Biscuit"
3184,"Bacon, Egg & Cheese Biscuit"
3185,"Bacon, Egg & Cheese McGriddles®"
3186,Baked Hot Apple Pie
3187,Big Breakfast with Hotcakes
3188,Big Breakfast with Hotcakes
3189,Big Breakfast®
3190,Big Breakfast®
3191,Big Mac®
3192,Big N’ Tasty®
3193,Big N’ Tasty® with Cheese
3194,Cappuccino
3195,Cappuccino
3196,Cappuccino
3197,Cappuccino with Sugar Free Vanilla Syrup
3198,Cappuccino with Sugar Free Vanilla Syrup
3199,Cappuccino with Sugar Free Vanilla Syrup
3200,Caramel Cappuccino
3201,Caramel Cappuccino
3202,Caramel Cappuccino
3203,Caramel Latte
3204,Caramel Latte
3205,Caramel Latte
3206,Caramel Mocha
3207,Caramel Mocha
3208,Caramel Mocha
3209,Cheeseburger
3210,Chicken McNuggets®
3211,Chicken McNuggets®
3212,Chicken McNuggets®
3213,Chicken Selects® Premium Breast Strips
3214,Chicken Selects® Premium Breast Strips
3215,Chipotle BBQ Snack Wrap® (Crispy)
3216,Chipotle BBQ Snack Wrap® (Grilled)
3217,Chocolate Chip Cookie
3218,Chocolate McCafe® Shake
3219,Chocolate McCafe® Shake
3220,Chocolate McCafe® Shake
3221,Chocolate Triple Thick® Shake
3222,Chocolate Triple Thick® Shake
3223,Chocolate Triple Thick® Shake
3224,Chocolate Triple Thick® Shake
3225,Cinnamon Melts
3226,Coffee
3227,Coffee
3228,Double Cheeseburger
3229,Double Quarter Pounder® with Cheese
3230,Egg McMuffin®
3231,English Muffin
3232,Filet-O-Fish®
3233,Frappe Caramel
3234,Frappe Caramel
3235,Frappe Caramel
3236,Frappe Mocha
3237,Frappe Mocha
3238,Frappe Mocha
3239,Fruit & Maple Oatmeal
3240,Fruit & Maple Oatmeal without Brown Sugar
3241,Fruit ‘n Yogurt Parfait
3242,Hamburger
3243,Hash Brown
3244,Hazelnut Cappuccino
3245,Hazelnut Cappuccino
3246,Hazelnut Cappuccino
3247,Hazelnut Latte
3248,Hazelnut Latte
3249,Hazelnut Latte
3250,Honey Mustard Snack Wrap® (Crispy)
3251,Honey Mustard Snack Wrap® (Grilled)
3252,Hot Caramel Sundae
3253,Hot Chocolate
3254,Hot Chocolate
3255,Hot Chocolate
3256,Hot Chocolate with Nonfat Milk
3257,Hot Chocolate with Nonfat Milk
3258,Hot Chocolate with Nonfat Milk
3259,Hot Fudge Sundae
3260,Hotcakes
3261,Hotcakes and Sausage
3262,Iced Caramel Latte
3263,Iced Caramel Latte
3264,Iced Caramel Latte
3265,Iced Caramel Mocha
3266,Iced Caramel Mocha
3267,Iced Caramel Mocha
3268,Iced Coffee Caramel
3269,Iced Coffee Caramel
3270,Iced Coffee Caramel
3271,Iced Coffee Hazelnut
3272,Iced Coffee Hazelnut
3273,Iced Coffee Hazelnut
3274,Iced Coffee Regular
3275,Iced Coffee Regular
3276,Iced Coffee Regular
3277,Iced Coffee Vanilla
3278,Iced Coffee Vanilla
3279,Iced Coffee Vanilla
3280,Iced Coffee with Sugar Free Vanilla Syrup
3281,Iced Coffee with Sugar Free Vanilla Syrup
3282,Iced Coffee with Sugar Free Vanilla Syrup
3283,Iced Hazelnut Latte
3284,Iced Hazelnut Latte
3285,Iced Hazelnut Latte
3286,Iced Latte
3287,Iced Latte
3288,Iced Latte
3289,Iced Latte with Sugar Free Vanilla Syrup
3290,Iced Latte with Sugar Free Vanilla Syrup
3291,Iced Latte with Sugar Free Vanilla Syrup
3292,Iced Mocha
3293,Iced Mocha with Nonfat Milk
3294,Iced Nonfat Caramel Latte
3295,Iced Nonfat Caramel Latte
3296,Iced Nonfat Caramel Latte
3297,Iced Nonfat Caramel Mocha
3298,Iced Nonfat Caramel Mocha
3299,Iced Nonfat Caramel Mocha
3300,Iced Nonfat Hazelnut Latte
3301,Iced Nonfat Hazelnut Latte
3302,Iced Nonfat Hazelnut Latte
3303,Iced Nonfat Latte
3304,Iced Nonfat Latte
3305,Iced Nonfat Latte
3306,Iced Nonfat Latte with Sugar Free Vanilla Syrup
3307,Iced Nonfat Latte with Sugar Free Vanilla Syrup
3308,Iced Nonfat Latte with Sugar Free Vanilla Syrup
3309,Iced Nonfat Vanilla Latte
3310,Iced Nonfat Vanilla Latte
3311,Iced Nonfat Vanilla Latte
3312,Iced Vanilla Latte
3313,Iced Vanilla Latte
3314,Iced Vanilla Latte
3315,Kiddie Cone
3316,Large French Fries
3317,Latte
3318,Latte
3319,Latte
3320,Latte with Sugar Free Vanilla Syrup
3321,Latte with Sugar Free Vanilla Syrup
3322,Latte with Sugar Free Vanilla Syrup
3323,Low Fat Caramel Dip
3324,Mac Snack Wrap
3325,McChicken ®
3326,McDonaldland® Cookies
3327,McDouble
3328,McFlurry® with M&M’S® Candies
3329,McFlurry® with OREO® Cookies
3330,McRib ®
3331,McSkillet™ Burrito with Sausage
3332,Medium French Fries
3333,Mocha
3334,Mocha
3335,Mocha
3336,Mocha with Nonfat Milk
3337,Mocha with Nonfat Milk
3338,Mocha with Nonfat Milk
3339,Nonfat Cappuccino
3340,Nonfat Cappuccino
3341,Nonfat Cappuccino
3342,Nonfat Cappuccino with Sugar Free Vanilla Syrup
3343,Nonfat Cappuccino with Sugar Free Vanilla Syrup
3344,Nonfat Cappuccino with Sugar Free Vanilla Syrup
3345,Nonfat Caramel Cappuccino
3346,Nonfat Caramel Cappuccino
3347,Nonfat Caramel Cappuccino
3348,Nonfat Caramel Latte
3349,Nonfat Caramel Latte
3350,Nonfat Caramel Latte
3351,Nonfat Caramel Mocha
3352,Nonfat Caramel Mocha
3353,Nonfat Caramel Mocha
3354,Nonfat Hazelnut Cappuccino
3355,Nonfat Hazelnut Cappuccino
3356,Nonfat Hazelnut Cappuccino
3357,Nonfat Hazelnut Latte
3358,Nonfat Hazelnut Latte
3359,Nonfat Hazelnut Latte
3360,Nonfat Latte
3361,Nonfat Latte
3362,Nonfat Latte
3363,Nonfat Latte with Sugar Free Vanilla Syrup
3364,Nonfat Latte with Sugar Free Vanilla Syrup
3365,Nonfat Latte with Sugar Free Vanilla Syrup
3366,Nonfat Vanilla Cappuccino
3367,Nonfat Vanilla Cappuccino
3368,Nonfat Vanilla Cappuccino
3369,Nonfat Vanilla Latte
3370,Nonfat Vanilla Latte
3371,Nonfat Vanilla Latte
3372,Oatmeal Raisin Cookie
3373,12 oz. Grilled Top Sirloin
3374,6 oz. Grilled Top Sirloin
3375,9 oz. Grilled Top Sirloin
3376,Apple Caramel Cobbler
3377,"Apple Caramel Cobbler, Mini"
3378,Applewood-Smoked Bacon
3379,Authentic Spinach & Artichoke Dip
3380,Bacon Topping for Baked Potato
3381,Baked Potato (plain)
3382,Better Cheddar Bacon Burger
3383,Black & Bleu Caesar Salad
3384,Broccoli
3385,Broccoli Cheese Casserole
3386,Brownie Lover’s Brownie
3387,Add Grilled Chicken
3388,Add Italian Sausage
3389,Add Meatball
3390,Add Shrimp
3391,Alfredo Dipping Sauce
3392,Alfredo Sauce
3393,Amaretto Tiramisu with Almond Cookie Crumble
3394,Black Tie Mousse Cake
3395,Braised Beef & Tortelloni
3396,Braised Beef & Tortelloni
3397,Breadstick (with garlic-butter spread)
3398,Bruschetta
3399,Caesar Salad without croutons
3400,Calamari
3401,Capellini di Mare
3402,Capellini Pomodoro
3403,Capellini Pomodoro
3404,Cappuccino Viva Italiano
3405,Caprese Flatbread
3406,Cheese Pizza
3407,Cheese Ravioli
3408,Cheese Ravioli With Marinara Sauce
3409,Cheese Ravioli with Marinara Sauce
3410,Cheese Ravioli With Meat Sauce
3411,Cheese Ravioli with Meat Sauce
3412,Chianti Braised Short Ribs
3413,Chicken & Gnocchi (one serving)
3414,Chicken & Shrimp Carbonara
3415,Chicken Alfredo
3416,Chicken Alfredo
3417,Chicken Alfredo Pizza
3418,Chicken Fingers & Pasta
3419,Chicken Marsala
3420,Chicken Parmigiana
3421,Chicken Parmigiana
3422,Chicken Scampi
3423,Chicken Scampi
3424,Chicken Vino Bianco
3425,Chocolate Mousse with Dark Chocolate Cookie Crust
3426,Chocolate Sauce
3427,Create Your Own Pizza (with cheese and sauce only)
3428,Dark Chocolate Cake with Chocolate Mousse & Caramel Cream
3429,Eggplant Parmigiana
3430,Eggplant Parmigiana
3431,Eggplant Parmigiana
3432,Fettuccine
3433,Fettuccine Alfredo
3434,Fettuccine Alfredo
3435,Five Cheese Marinara Dipping Sauce
3436,Five Cheese Ziti al Forno
3437,Five Cheese Ziti al Forno
3438,Garden-Fresh Salad (one serving with dressing)
3439,Garden-Fresh Salad (one serving without dressing)
3440,Garden-Fresh Salad without croutons
3441,Garlic Mashed Potatoes
3442,Grapes
3443,Grilled Chicken Caesar Salad
3444,Grilled Chicken Caprese
3445,Grilled Chicken Flatbread
3446,Grilled Chicken Florentine
3447,Grilled Chicken Parmesan
3448,Grilled Chicken Parmesan with Marinara Sauce
3449,Grilled Sausage & Peppers Rustica
3450,Grilled Shrimp Caprese
3451,Grilled Shrimp Caprese
3452,Grilled Steak & Portobello
3453,Herb-Grilled Salmon
3454,Herb-Grilled Salmon
3455,Hot Artichoke-Spinach Dip
3456,Kids’ Grilled Chicken
3457,Kids’ Penne Rigate with Marinara
3458,Lasagna Classico
3459,Lasagna Classico
3460,Lasagna Fritta
3461,Lasagna Rollata al Forno
3462,Lasagna Rollata al Forno
3463,Lemon Cream Cake
3464,Limoncello Mousse with Vanilla Cookie Crust
3465,Linguine alla Marinara
3466,Linguine alla Marinara
3467,Macaroni & Cheese
3468,Marinara Dipping Sauce
3469,Marinara Sauce
3470,Meat Sauce
3471,Mediterranean Grilled Chicken
3472,Minestrone (one serving)
3473,Mixed Grill
3474,Mixed Grill
3475,Mixed Grill (all chicken)
3476,Mussels di Napoli
3477,Parmesan Crusted Bistecca
3478,Parmesan Crusted Shrimp
3479,Parmesan Crusted Steak
3480,Parmesan Crusted Tilapia
3481,Parmesan-Butter Sauce
3482,Parmesan-Peppercorn Sauce
3483,Pasta e Fagioli (one serving)
3484,Peach-Mango Smoothie
3485,Penne
3486,Penne Rigate Pomodoro (Dinner)
3487,Penne Rigate Pomodoro (Lunch)
3488,Penne Rigate with Marinara (Dinner)
3489,Penne Rigate with Marinara (Lunch)
3490,Pepperoni Pizza
3491,Ravioli di Portobello
3492,Ravioli di Portobello
3493,Sampler Italiano – Chicken Fingers
3494,Sampler Italiano – Fried Mozzarella
3495,Sampler Italiano – Fried Zucchini
3496,Sampler Italiano – Marinara Sauce
3497,Sampler Italiano – Parmesan-Peppercorn Sauce
3498,Sampler Italiano – Toasted Beef & Sampler Italiano – Pork Ravioli
3499,Sampler Italiano – Tomato Sauce
3500,Sampler Italiano -Calamari
3501,Sampler Italiano -Stuffed Mushrooms
3502,Seafood Alfredo
3503,Seafood Alfredo
3504,Seafood Brodetto
3505,Seafood Portofino
3506,Shrimp & Crab Tortelli Romana
3507,Shrimp Mezzaluna
3508,Shrimp Primavera
3509,Shrimp Primavera
3510,Shrimp Scampi Fritta
3511,Sicilian Scampi
3512,Small Shells
3513,Smoked Mozzarella Fonduta
3514,Spaghetti
3515,Spaghetti & Italian Sausage
3516,Spaghetti & Italian Sausage
3517,Spaghetti & Meatballs
3518,Spaghetti & Meatballs
3519,Spaghetti with Meat Sauce
3520,Spaghetti with Meat Sauce
3521,Steak Gorgonzola-Alfredo
3522,Steak Toscano
3523,Steak Toscano
3524,Steamed Broccoli
3525,Strawberry & White Chocolate Cream Cake
3526,Strawberry Smoothie
3527,Stuffed Chicken Marsala
3528,Stuffed Mushrooms
3529,Sundae
3530,Tiramisu
3531,Tomato Sauce
3532,Tour of Italy
3533,Tour of Italy
3534,Triple Chocolate Strata
3535,Venetian Apricot Chicken
3536,Venetian Apricot Chicken
3537,Warm Apple Crostata
3538,White Chocolate Raspberry Cheesecake
3539,Whole Wheat Linguine
3540,Wild Berry Smoothie
3541,Zeppoli
3542,Zuppa Toscana (one serving)
3543,2 Lobster Tails With Tangy Tomato Salad No Croutons And Broccoli No Butter
3544,6 oz Sirloin With Broccoli No Butter And Tangy Tomato Salad No Croutons
3545,7 oz Salmon With Seasonal Veggies No Butter
3546,Aged Cheddar Bacon Burger
3547,Alice Springs Chicken Quesadillas ® Regular
3548,Alice Springs Chicken Quesadillas ® Small
3549,Alice Springs Chicken®
3550,Aussie Cheese Fries Regular
3551,Aussie Cheese Fries Small
3552,Aussie Chicken Cobb Salad Crispy
3553,Aussie Chicken Cobb Salad Crispy with Blue Cheese Dressing
3554,Aussie Chicken Cobb Salad Crispy with Honey Mustard Dressing
3555,Aussie Chicken Cobb Salad Crispy with Tangy Tomato Dressing
