id,calories,carbs,fat
1381,25,5.0,0
1382,10,2.0,0
1383,5,1.0,0
1384,5,1.0,0
1385,60,13.0,0
1386,60,13.0,0
1387,120,2.0,10
1388,40,1.0,3
1389,190,2.0,6
1390,60,1.0,2
1391,260,12.0,24
1392,220,35.0,8
1393,95,18.0,5
1394,80,15.0,5
1395,130,16.0,7
1396,470,36.0,28
1397,500,48.0,26
1398,150,15.0,10
1399,35,7.0,0
1400,140,24.0,3
1401,740,63.0,38
1402,190,14.0,10
1403,140,19.0,6
1404,35,7.0,0
1405,240,28.0,12
1406,160,20.0,8
1407,5,1.0,0
1408,840,54.0,42
1409,190,24.0,7
1410,110,21.0,2
1411,160,13.0,7
1412,170,17.0,11
1413,200,3.0,11
1414,360,35.0,18
1415,110,3.0,6
1416,330,8.0,23
1417,300,7.0,18
1418,140,37.0,12
1419,280,24.0,12
1420,450,50.0,16
1421,320,12.0,20
1422,360,35.0,18
1423,180,8.0,11
1424,550,50.0,27
1425,140,7.0,7
1426,480,20.0,35
1427,430,17.0,27
1428,500,95.0,14
1429,250,30.0,12
1430,360,90.0,0
1431,270,68.0,0
1432,190,48.0,0
1433,120,6.0,6
1434,0,0.0,0
1435,0,0.0,0
1436,0,0.0,0
1437,330,72.0,2
1438,5,0.0,0
1439,40,1.0,4
1440,190,2.0,11
1441,350,3.0,27
1442,190,6.0,3
1443,350,7.0,20
1444,470,470.0,470
1445,550,39.0,32
1446,410,8.0,29
1447,580,10.0,46
1448,240,23.0,15
1449,140,12.0,8
1450,90,8.0,5
1451,270,33.0,8
1452,530,63.0,16
1453,280,4.0,20
1454,150,2.0,10
1455,30,7.0,0
1456,110,110.0,110
1457,850,138.0,28
1458,1030,154.0,39
1459,1040,140.0,39
1460,1200,141.0,55
1461,1030,158.0,31
1462,1040,144.0,31
1463,1200,145.0,48
1464,150,15.0,9
1465,110,27.0,0
1466,620,81.0,30
1467,530,67.0,26
1468,590,44.0,28
1469,390,29.0,18
1470,340,73.0,2
1471,510,70.0,22
1472,140,140.0,140
1473,330,46.0,13
1474,1320,160.0,51
1475,230,8.0,20
1476,360,12.0,31
1477,710,21.0,63
1478,230,8.0,20
1479,420,13.0,32
1480,820,23.0,65
1481,305,32.0,13
1482,610,64.0,26
1483,60,9.0,0
1484,90,12.0,0
1485,120,17.0,0
1486,100,8.0,5
1487,140,11.0,7
1488,190,15.0,10
1489,320,63.0,2
1490,410,84.0,2
1491,540,111.0,2
1492,380,61.0,11
1493,490,81.0,13
1494,650,108.0,17
1495,125,17.0,0
1496,170,23.0,0
1497,210,29.0,0
1498,200,15.0,11
1499,270,20.0,15
1500,340,25.0,18
1501,190,10.0,14
1502,550,28.0,41
1503,370,19.0,28
1504,460,460.0,460
1505,540,38.0,24
1506,110,110.0,110
1507,680,62.0,33
1508,340,37.0,12
1509,1190,99.0,62
1510,680,74.0,24
1511,370,35.0,14
1512,740,70.0,28
1513,580,70.0,30
1514,300,46.0,113
1515,530,62.0,28
1516,760,84.0,44
1517,400,18.0,28
1518,790,33.0,57
1519,360,65.0,6
1520,770,108.0,34
1521,650,90.0,30
1522,250,24.0,16
1523,220,32.0,7
1524,2540,389.0,87
1525,330,72.0,2
1526,650,96.0,24
1527,380,39.0,18
1528,760,78.0,37
1529,365,36.0,15
1530,730,71.0,31
1531,80,16.0,0
1532,1040,213.0,3
1533,0,0.0,0
1534,1040,213.0,3
1535,170,33.0,1
1536,4220,862.0,16
1537,110,22.0,0
1538,2600,532.0,8
1539,590,53.0,37
1540,340,39.0,16
1541,360,22.0,21
1542,240,15.0,14
1543,310,40.0,11
1544,620,79.0,21
1545,340,5.0,27
1546,230,3.0,19
1547,330,69.0,2
1548,250,12.0,11
1549,410,13.0,27
1550,110,19.0,1
1551,1040,190.0,15
1552,110,19.0,1
1553,350,91.0,0
1554,700,182.0,0
1555,320,83.0,0
1556,640,166.0,0
1557,290,75.0,0
1558,580,150.0,0
1559,590,86.0,28
1560,110,16.0,4
1561,40,11.0,0
1562,90,9.0,4
1563,60,6.0,3
1564,370,36.0,13
1565,740,72.0,27
1566,290,21.0,17
1567,540,42.0,30
1568,340,35.0,11
1569,680,70.0,22
1570,320,37.0,14
1571,330,37.0,13
1572,640,73.0,26
1573,410,410.0,410
1574,490,490.0,490
1575,340,43.0,10
1576,680,85.0,20
1577,165,21.0,4
1578,330,42.0,9
1579,205,30.0,3
1580,410,60.0,7
1581,170,30.0,2
1582,2080,401.0,15
1583,60,10.0,0
1584,430,36.0,25
1585,760,72.0,45
1586,500,37.0,26
1587,870,74.0,47
1588,170,170.0,170
1589,150,22.0,2
1590,110,13.0,2
1591,0,0.0,0
1592,0,0.0,0
1593,320,64.0,6
1594,640,128.0,12
1595,100,9.0,4
1596,280,26.0,13
1597,190,18.0,8
1598,80,20.0,0
1599,90,21.0,0
1600,380,22.0,24
1601,380,39.0,17
1602,320,22.0,19
1603,320,39.0,12
1604,120,16.0,0
1605,160,22.0,0
1606,190,26.0,0
1607,190,15.0,10
1608,250,19.0,13
1609,300,23.0,16
1610,590,90.0,24
1611,480,64.0,22
1612,210,12.0,14
1613,410,23.0,28
1614,630,36.0,43
1615,350,48.0,11
1616,730,80.0,44
1617,220,13.0,17
1618,420,26.0,33
1619,120,9.0,8
1620,120,9.0,8
1621,30,1.0,2
1622,70,9.0,2
1623,210,28.0,6
1624,140,19.0,4
1625,240,37.0,2
1626,480,75.0,4
1627,250,24.0,13
1628,500,48.0,25
1629,255,35.0,4
1630,510,70.0,8
1631,250,32.0,4
1632,500,65.0,8
1633,205,23.0,6
1634,410,46.0,11
1635,320,33.0,13
1636,640,66.0,25
1637,1000,40.0,74
1638,800,44.0,51
1639,630,44.0,37
1640,540,44.0,30
1641,570,39.0,35
1642,90,23.0,0
1643,550,108.0,9
1644,420,82.0,7
1645,330,65.0,6
1646,610,107.0,15
1647,470,80.0,12
1648,380,65.0,10
1649,350,70.0,0
1650,260,53.0,0
1651,210,41.0,0
1652,380,26.0,24
1653,110,29.0,0
1654,1090,168.0,38
1655,770,117.0,28
1656,370,57.0,13
1657,570,85.0,21
1658,25,6.0,0
1659,520,94.0,14
1660,780,129.0,23
1661,570,93.0,17
1662,290,49.0,8
1663,440,71.0,14
1664,350,40.0,14
1665,310,41.0,9
1666,730,64.0,47
1667,250,36.0,9
1668,130,17.0,6
1669,460,44.0,28
1670,990,151.0,35
1671,740,114.0,26
1672,470,71.0,16
1673,110,18.0,4
1674,340,52.0,12
1675,210,24.0,11
1676,710,106.0,23
1677,570,84.0,19
1678,450,65.0,16
1679,690,107.0,23
1680,650,103.0,20
1681,520,82.0,16
1682,90,20.0,1
1683,550,0.0,45
1684,400,34.0,18
1685,100,10.0,6
1686,210,24.0,12
1687,80,21.0,0
1688,1030,105.0,53
1689,1260,121.0,66
1690,1160,110.0,60
1691,220,15.0,12
1692,710,881.0,24
1693,470,54.0,16
1694,380,23.0,24
1695,1020,116.0,51
1696,330,24.0,20
1697,760,96.0,38
1698,630,84.0,29
1699,620,83.0,29
1700,920,136.0,34
1701,650,95.0,24
1702,330,49.0,11
1703,460,69.0,17
1704,150,17.0,10
1705,130,18.0,6
1706,540,77.0,21
1707,180,28.0,5
1708,490,75.0,15
1709,340,54.0,10
1710,240,37.0,7
1711,240,24.0,15
1712,240,24.0,15
1713,70,17.0,1
1714,1420,189.0,67
1715,960,130.0,45
1716,400,55.0,17
1717,650,88.0,29
1718,140,16.0,10
1719,80,7.0,7
1720,1300,190.0,52
1721,1020,148.0,40
1722,420,62.0,16
1723,710,104.0,28
1724,260,26.0,15
1725,780,69.0,46
1726,470,29.0,26
1727,600,59.0,30
1728,350,30.0,21
1729,470,53.0,22
1730,830,63.0,51
1731,400,35.0,18
1732,640,35.0,34
1733,540,34.0,26
1734,350,34.0,14
1735,220,30.0,9
1736,660,85.0,30
1737,470,61.0,22
1738,330,42.0,15
1739,1340,189.0,58
1740,1010,144.0,42
1741,450,63.0,18
1742,750,107.0,32
1743,410,60.0,15
1744,410,59.0,15
1745,290,42.0,11
1746,1150,171.0,38
1747,310,44.0,12
1748,190,31.0,5
1749,320,47.0,13
1750,780,34.0,48
1751,670,40.0,43
1752,560,39.0,35
1753,190,27.0,8
1754,500,70.0,21
1755,310,43.0,13
1756,1320,176.0,62
1757,900,120.0,42
1758,430,57.0,19
1759,670,90.0,30
1760,780,129.0,22
1761,630,101.0,19
1762,500,80.0,15
1763,190,27.0,8
1764,50,13.0,0
1765,940,121.0,48
1766,1450,164.0,83
1767,990,115.0,55
1768,680,82.0,35
1769,410,52.0,19
1770,320,30.0,13
1771,330,13.0,15
1772,360,32.0,15
1773,280,22.0,15
1774,360,26.0,21
1775,190,18.0,12
1776,820,125.0,29
1777,600,92.0,21
1778,300,45.0,10
1779,440,67.0,15
1780,1260,173.0,57
1781,920,126.0,41
1782,600,83.0,26
1783,150,17.0,9
1784,360,51.0,14
1785,220,25.0,13
1786,290,22.0,17
1787,290,22.0,17
1788,90,15.0,3
1789,420,52.0,14
1790,600,55.0,24
1791,600,40.0,34
1792,550,43.0,23
1793,600,143.0,0
1794,380,87.0,0
1795,250,55.0,0
1796,680,161.0,0
1797,420,96.0,0
1798,280,64.0,0
1799,140,20.0,6
1800,1140,176.0,41
1801,840,127.0,30
1802,660,101.0,23
1803,370,57.0,13
1804,860,134.0,27
1805,670,102.0,22
1806,540,80.0,19
1807,1080,178.0,31
1808,830,134.0,25
1809,610,95.0,20
1810,910,144.0,27
1811,710,112.0,22
1812,560,83.0,19
1813,1020,171.0,32
1814,790,130.0,26
1815,590,92.0,21
1816,1090,165.0,38
1817,840,126.0,30
1818,620,90.0,22
1819,1350,143.0,72
1820,1010,111.0,53
1821,700,83.0,34
1822,880,137.0,27
1823,700,107.0,22
1824,550,81.0,19
1825,950,151.0,29
1826,740,116.0,23
1827,580,89.0,19
1828,1300,171.0,65
1829,1000,133.0,49
1830,400,54.0,19
1831,750,99.0,37
1832,1070,168.0,36
1833,740,116.0,25
1834,560,87.0,18
1835,400,62.0,14
1836,820,121.0,31
1837,800,5.0,68
1838,130,30.0,0
1839,480,67.0,22
1840,1010,91.0,59
1841,880,45.0,49
1842,1010,56.0,58
1843,70,1.0,5
1844,140,1.0,11
1845,520,35.0,35
1846,428,48.0,12
1847,780,130.0,15
1848,810,125.0,31
1849,860,107.0,33
1850,510,100.0,11
1851,820,32.0,64
1852,370,74.0,5
1853,25,4.0,0
1854,370,48.0,16
1855,190,24.0,9
1856,190,24.0,9
1857,740,134.0,21
1858,190,44.0,1
1859,300,26.0,19
1860,890,53.0,54
1861,380,32.0,21
1862,57,14.0,0
1863,520,48.0,16
1864,590,43.0,29
1865,340,13.0,13
1866,140,35.0,4
1867,910,76.0,52
1868,110,0.0,9
1869,220,1.0,18
1870,760,84.0,29
1871,720,52.0,32
1872,820,82.0,30
1873,330,3.0,20
1874,450,40.0,18
1875,450,61.0,18
1876,770,59.0,57
1877,680,59.0,47
1878,100,9.0,0
1879,190,6.0,17
1880,270,24.0,17
1881,820,47.0,44
1882,630,55.0,33
1883,630,65.0,39
1884,0,0.0,0
1885,260,15.0,22
1886,630,67.0,39
1887,120,21.0,0
1888,660,29.0,43
1889,1170,74.0,74
1890,370,32.0,12
1891,30,5.0,0
1892,1400,49.0,87
1893,50,1.0,0
1894,50,1.0,0
1895,250,1.0,21
1896,125,0.0,11
1897,130,25.0,1
1898,130,25.0,1
1899,340,33.0,21
1900,130,26.0,3
1901,430,50.0,23
1902,1530,145.0,90
1903,260,38.0,10
1904,390,25.0,18
1905,630,56.0,13
1906,450,40.0,19
1907,390,46.0,12
1908,100,28.0,2
1909,430,69.0,17
1910,430,50.0,23
1911,430,50.0,23
1912,780,35.0,58
1913,110,29.0,0
1914,55,29.0,0
1915,150,23.0,6
1916,55,29.0,0
1917,120,7.0,7
1918,170,21.0,9
1919,170,21.0,9
1920,200,18.0,15
1921,190,20.0,8
1922,25,4.0,0
1923,120,8.0,5
1924,120,8.0,5
1925,90,1.0,4
1926,220,44.0,3
1927,90,15.0,3
1928,220,44.0,3
1929,270,71.0,0
1930,310,21.0,10
1931,870,84.0,42
1932,670,70.0,30
1933,530,93.0,11
1934,210,26.0,12
1935,210,26.0,12
1936,210,26.0,12
1937,210,26.0,12
1938,1160,110.0,63
1939,580,75.0,28
1940,900,67.0,47
1941,210,5.0,20
1942,140,52.0,6
1943,830,122.0,37
1944,290,34.0,15
1945,380,39.0,19
1946,560,87.0,20
1947,690,88.0,33
1948,500,82.0,19
1949,800,59.0,35
1950,420,23.0,32
1951,960,80.0,50
1952,100,55.0,3
1953,1140,94.0,63
1954,610,74.0,28
1955,610,74.0,28
1956,770,31.0,53
1957,760,51.0,41
1958,560,58.0,20
1959,860,51.0,48
1960,1080,34.0,75
1961,510,43.0,34
1962,200,31.0,5
1963,250,62.0,0
1964,520,48.0,36
1965,890,113.0,44
1966,110,16.0,5
1967,210,54.0,0
1968,370,68.0,8
1969,330,67.0,4
1970,310,64.0,1
1971,1040,41.0,73
1972,730,98.0,36
1973,180,47.0,0
1974,590,70.0,26
1975,940,67.0,43
1976,670,52.0,36
1977,850,64.0,46
1978,500,77.0,18
1979,210,27.0,7
1980,210,27.0,7
1981,1380,139.0,71
1982,710,30.0,52
1983,180,2.0,17
1984,370,4.0,34
1985,70,5.0,6
1986,110,6.0,8
1987,70,18.0,0
1988,70,18.0,0
1989,630,48.0,47
1990,520,25.0,39
1991,550,39.0,32
1992,690,51.0,43
1993,540,52.0,16
1994,480,57.0,18
1995,550,35.0,37
1996,520,49.0,28
1997,370,21.0,15
1998,450,56.0,15
1999,610,24.0,32
2000,440,8.0,34
2001,980,73.0,59
2002,260,24.0,12
2003,210,1.0,19
2004,410,74.0,11
2005,310,22.0,15
2006,270,31.0,13
2007,270,31.0,13
2008,120,49.0,5
2009,860,75.0,53
2010,400,54.0,17
2011,250,30.0,11
2012,1120,101.0,63
2013,270,40.0,6
2014,860,76.0,48
2015,250,65.0,0
2016,200,50.0,0
2017,220,56.0,0
2018,60,14.0,0
2019,300,36.0,16
2020,900,99.0,33
2021,260,65.0,0
2022,900,27.0,54
2023,780,4.0,36
2024,1000,47.0,59
2025,820,24.0,35
2026,1520,97.0,101
2027,610,54.0,29
2028,560,72.0,25
2029,630,60.0,27
2030,10,2.0,0
2031,300,45.0,9
2032,340,43.0,13
2033,200,40.0,1
2034,90,1.0,5
2035,180,1.0,11
2036,780,90.0,42
2037,1841,1.0,96
2038,1841,1.0,96
2039,168,0.0,7
2040,315,0.0,13
2041,299,0.0,18
2042,539,1.0,22
2043,513,0.0,32
2044,630,1.0,27
2045,598,0.0,36
2046,1303,186.0,43
2047,217,31.0,7
2048,869,124.0,29
2049,1228,1.0,64
2050,1228,1.0,64
2051,769,56.0,43
2052,36,2.0,3
2053,718,65.0,35
2054,200,36.0,3
2055,200,36.0,3
2056,551,99.0,8
2057,421,63.0,11
2058,421,63.0,11
2059,425,64.0,11
2060,955,74.0,52
2061,225,14.0,12
2062,162,17.0,5
2063,394,38.0,15
2064,214,18.0,9
2065,214,18.0,9
2066,140,9.0,5
2067,859,78.0,42
2068,429,43.0,13
2069,429,43.0,13
2070,402,28.0,30
2071,134,9.0,10
2072,375,50.0,16
2073,162,25.0,5
2074,785,86.0,31
2075,84,0.0,3
2076,224,0.0,8
2077,179,1.0,3
2078,84,0.0,3
2079,215,0.0,14
2080,91,0.0,5
2081,316,53.0,12
2082,126,21.0,4
2083,263,34.0,12
2084,263,34.0,12
2085,200,33.0,5
2086,513,84.0,13
2087,330,55.0,8
2088,300,49.0,8
2089,635,78.0,32
2090,329,40.0,16
2091,9,2.0,0
2092,37,8.0,0
2093,114,16.0,5
2094,57,8.0,2
2095,167,10.0,3
2096,167,10.0,3
2097,299,21.0,17
2098,72,3.0,6
2099,694,81.0,37
2100,51,3.0,4
2101,9,2.0,0
2102,3,1.0,0
2103,62,7.0,2
2104,47,5.0,1
2105,25,3.0,0
2106,121,14.0,5
2107,62,7.0,2
2108,690,60.0,40
2109,253,22.0,14
2110,430,84.0,7
2111,124,25.0,1
2112,337,48.0,5
2113,652,93.0,21
2114,434,62.0,14
2115,14,2.0,0
2116,196,29.0,4
2117,523,78.0,10
2118,196,29.0,4
2119,14,3.0,0
2120,266,12.0,7
2121,266,12.0,7
2122,179,1.0,3
2123,179,1.0,3
2124,80,1.0,6
2125,170,32.0,2
2126,406,77.0,5
2127,170,32.0,2
2128,675,97.0,26
2129,250,36.0,9
2130,982,103.0,60
2131,327,34.0,20
2132,215,19.0,12
2133,607,87.0,10
2134,607,87.0,10
2135,900,91.0,38
2136,845,83.0,34
2137,302,32.0,18
2138,302,32.0,18
2139,761,92.0,30
2140,492,61.0,3
2141,355,30.0,7
2142,1440,84.0,92
2143,755,50.0,46
2144,329,68.0,3
2145,366,82.0,1
2146,196,15.0,11
2147,899,51.0,56
2148,1322,143.0,49
2149,752,39.0,50
2150,106,1.0,8
2151,992,82.0,46
2152,1221,87.0,74
2153,1162,105.0,62
2154,783,62.0,32
2155,792,85.0,31
2156,366,27.0,10
2157,792,85.0,31
2158,1109,98.0,51
2159,950,96.0,58
2160,946,1.0,62
2161,630,1.0,42
2162,381,1.0,26
2163,780,62.0,37
2164,1027,110.0,55
2165,449,48.0,24
2166,981,77.0,56
2167,981,77.0,56
2168,467,2.0,35
2169,311,1.0,23
2170,194,37.0,4
2171,119,29.0,0
2172,173,6.0,16
2173,173,6.0,16
2174,1214,135.0,51
2175,505,59.0,10
2176,628,30.0,42
2177,427,54.0,12
2178,303,22.0,12
2179,462,48.0,18
2180,792,81.0,38
2181,318,50.0,2
2182,953,43.0,64
2183,348,21.0,18
2184,333,20.0,17
2185,381,25.0,20
2186,233,1.0,16
2187,1044,96.0,62
2188,1352,161.0,54
2189,1165,78.0,60
2190,735,31.0,49
2191,735,31.0,49
2192,956,43.0,64
2193,529,12.0,32
2194,459,59.0,12
2195,610,54.0,23
2196,301,25.0,11
2197,597,49.0,22
2198,446,59.0,11
2199,628,59.0,22
2200,446,47.0,15
2201,622,71.0,23
2202,435,46.0,15
2203,1010,71.0,57
2204,914,98.0,46
2205,1073,99.0,56
2206,1090,107.0,57
2207,334,45.0,15
2208,115,5.0,9
2209,495,80.0,18
2210,141,23.0,4
2211,585,74.0,23
2212,175,16.0,4
2213,210,46.0,0
2214,636,56.0,32
2215,1118,64.0,63
2216,791,59.0,39
2217,850,51.0,51
2218,146,2.0,7
2219,777,52.0,46
2220,379,15.0,24
2221,140,15.0,7
2222,247,53.0,9
2223,335,39.0,7
2224,503,47.0,25
2225,506,28.0,31
2226,559,49.0,26
2227,577,57.0,26
2228,423,37.0,25
2229,336,29.0,11
2230,338,8.0,23
2231,420,26.0,24
2232,430,53.0,15
2233,380,56.0,10
2234,221,51.0,2
2235,329,37.0,7
2236,124,4.0,9
2237,100,24.0,0
2238,225,58.0,0
2239,221,57.0,0
2240,110,27.0,0
2241,235,61.0,0
2242,231,60.0,0
2243,233,53.0,2
2244,139,32.0,4
2245,250,41.0,7
2246,336,14.0,16
2247,989,64.0,55
2248,394,37.0,21
2249,435,43.0,18
2250,268,18.0,12
2251,1637,188.0,78
2252,1989,205.0,100
2253,1955,190.0,97
2254,77,3.0,5
2255,62,5.0,0
2256,230,0.0,18
2257,303,35.0,6
2258,543,69.0,4
2259,381,94.0,6
2260,497,55.0,16
2261,486,53.0,16
2262,508,18.0,23
2263,518,16.0,29
2264,488,18.0,27
2265,454,59.0,4
2266,526,16.0,32
2267,466,59.0,12
2268,125,7.0,2
2269,33,6.0,0
2270,458,69.0,15
2271,178,21.0,9
2272,96,11.0,5
2273,398,45.0,16
2274,505,59.0,10
2275,1119,110.0,49
2276,792,81.0,38
2277,429,35.0,23
2278,334,54.0,2
2279,662,46.0,43
2280,674,29.0,53
2281,255,12.0,11
2282,326,33.0,15
2283,1049,46.0,70
2284,834,74.0,42
2285,1518,130.0,71
2286,974,81.0,65
2287,159,39.0,0
2288,280,61.0,0
2289,879,123.0,30
2290,440,62.0,15
2291,309,21.0,24
2292,539,26.0,28
2293,649,61.0,29
2294,649,61.0,29
2295,100,16.0,3
2296,681,75.0,33
2297,100,16.0,3
2298,935,63.0,57
2299,876,26.0,52
2300,805,5.0,53
2301,783,1.0,52
2302,318,77.0,0
2303,560,122.0,0
2304,618,42.0,48
2305,303,33.0,16
2306,342,17.0,23
2307,838,67.0,35
2308,52,8.0,1
2309,211,3.0,21
2310,382,28.0,24
2311,563,33.0,26
2312,125,18.0,5
2313,1188,101.0,72
2314,79,10.0,2
2315,210,11.0,13
2316,43,8.0,0
2317,392,36.0,21
2318,435,43.0,18
2319,238,16.0,10
2320,91,3.0,6
2321,29,6.0,0
2322,205,0.0,16
2323,269,31.0,5
2324,54,0.0,3
2325,31,0.0,1
2326,1328,63.0,86
2327,137,11.0,9
2328,880,90.0,36
2329,1005,39.0,70
2330,957,39.0,61
2331,51,7.0,1
2332,537,48.0,27
2333,700,64.0,44
2334,381,94.0,6
2335,425,61.0,19
2336,870,58.0,34
2337,1238,102.0,56
2338,586,19.0,36
2339,109,13.0,3
2340,140,0.0,10
2341,640,80.0,22
2342,890,86.0,39
2343,100,20.0,2
2344,30,4.0,0
2345,35,5.0,0
2346,290,32.0,12
2347,270,35.0,8
2348,670,71.0,27
2349,980,86.0,46
2350,480,38.0,25
2351,500,53.0,19
2352,920,77.0,42
2353,800,88.0,27
2354,400,37.0,17
2355,1000,108.0,39
2356,340,37.0,12
2357,920,69.0,60
2358,880,69.0,52
2359,510,68.0,26
2360,700,87.0,38
2361,510,30.0,30
2362,890,122.0,25
2363,690,58.0,33
2364,780,68.0,36
2365,780,48.0,51
2366,70,8.0,3
2367,600,16.0,45
2368,770,57.0,45
2369,880,70.0,49
2370,290,42.0,8
2371,290,42.0,8
2372,800,108.0,26
2373,1000,79.0,49
2374,150,20.0,7
2375,810,83.0,31
2376,810,53.0,48
2377,810,65.0,42
2378,250,65.0,0
2379,170,46.0,0
2380,370,97.0,0
2381,270,70.0,0
2382,340,90.0,0
2383,980,122.0,29
2384,260,21.0,13
2385,250,6.0,18
2386,20,5.0,1
2387,630,49.0,45
2388,770,44.0,50
2389,880,76.0,44
2390,970,73.0,51
2391,300,32.0,13
2392,300,32.0,13
2393,300,32.0,13
2394,280,35.0,9
2395,710,55.0,40
2396,450,56.0,15
2397,570,58.0,24
2398,570,70.0,21
2399,110,3.0,10
2400,70,1.0,2
2401,600,49.0,24
2402,820,87.0,0
2403,60,5.0,3
2404,200,3.0,16
2405,750,68.0,37
2406,650,54.0,35
2407,560,111.0,2
2408,800,108.0,26
2409,220,43.0,1
2410,220,43.0,1
2411,260,44.0,4
2412,260,44.0,4
2413,300,45.0,7
2414,800,108.0,26
2415,560,111.0,2
2416,680,113.0,12
2417,340,26.0,19
2418,340,54.0,8
2419,690,108.0,16
2420,290,32.0,12
2421,290,32.0,12
2422,590,56.0,37
2423,480,55.0,17
2424,700,47.0,39
2425,1070,76.0,65
2426,1130,153.0,34
2427,590,60.0,29
2428,660,72.0,31
2429,800,108.0,26
2430,560,111.0,2
2431,680,113.0,12
2432,780,39.0,50
2433,695,40.0,48
2434,920,40.0,62
2435,625,40.0,42
2436,615,40.0,41
2437,840,40.0,55
2438,470,41.0,26
2439,700,39.0,43
2440,545,40.0,35
2441,1474,184.0,71
2442,560,39.0,33
2443,630,39.0,39
2444,550,39.0,32
2445,480,39.0,26
2446,310,39.0,15
2447,620,78.0,30
2448,440,60.0,15
2449,275,34.0,13
2450,263,29.0,14
2451,724,65.0,34
2452,180,24.0,10
2453,363,2.0,24
2454,708,54.0,35
2455,287,27.0,19
2456,125,12.0,8
2457,265,33.0,13
2458,182,34.0,6
2459,200,16.0,12
2460,176,25.0,5
2461,96,24.0,0
2462,2,0.0,0
2463,561,34.0,27
2464,521,17.0,29
2465,174,6.0,10
2466,521,25.0,28
2467,421,15.0,28
2468,150,2.0,10
2469,292,34.0,15
2470,313,1.0,12
2471,159,0.0,9
2472,273,0.0,16
2473,126,0.0,8
2474,657,75.0,25
2475,31,6.0,0
2476,139,20.0,4
2477,74,13.0,1
2478,101,27.0,0
2479,342,25.0,20
2480,170,22.0,8
2481,142,23.0,1
2482,90,23.0,0
2483,190,23.0,10
2484,54,8.0,0
2485,840,49.0,56
2486,620,51.0,33
2487,930,44.0,64
2488,470,9.0,36
2489,650,47.0,36
2490,860,52.0,58
2491,1150,53.0,78
2492,1290,47.0,92
2493,260,13.0,13
2494,440,21.0,21
2495,270,35.0,13
2496,400,38.0,25
2497,410,45.0,24
2498,810,74.0,40
2499,450,46.0,18
2500,450,44.0,20
2501,410,50.0,23
2502,380,58.0,6
2503,610,55.0,30
2504,500,50.0,26
2505,290,44.0,11
2506,290,35.0,15
2507,300,40.0,15
2508,170,20.0,10
2509,470,46.0,29
2510,300,38.0,18
2511,480,60.0,23
2512,410,52.0,20
2513,340,43.0,17
2514,480,34.0,29
2515,630,52.0,38
2516,370,29.0,15
2517,170,15.0,7
2518,330,30.0,15
2519,200,23.0,8
2520,430,41.0,19
2521,110,16.0,5
2522,400,38.0,22
2523,680,55.0,37
2524,780,98.0,35
2525,705,86.0,33
2526,530,49.0,35
2527,390,36.0,26
2528,250,25.0,16
2529,280,29.0,12
2530,390,46.0,24
2531,380,24.0,25
2532,560,59.0,29
2533,380,36.0,18
2534,510,58.0,25
2535,430,34.0,23
2536,570,34.0,39
2537,770,39.0,49
2538,490,38.0,31
2539,650,2.0,54
2540,340,14.0,21
2541,260,37.0,13
2542,90,17.0,2
2543,640,40.0,44
2544,200,28.0,9
2545,470,65.0,21
2546,430,60.0,19
2547,320,45.0,14
2548,460,47.0,17
2549,300,55.0,5
2550,285,56.0,7
2551,300,28.0,14
2552,470,38.0,32
2553,410,38.0,27
2554,120,7.0,7
2555,235,27.0,13
2556,285,37.0,13
2557,350,32.0,19
2558,310,31.0,15
2559,510,39.0,36
2560,440,41.0,21
2561,430,27.0,27
2562,930,59.0,63
2563,550,85.0,19
2564,690,106.0,23
2565,510,86.0,13
2566,640,117.0,13
2567,700,71.0,39
2568,850,118.0,34
2569,490,69.0,18
2570,600,109.0,13
2571,520,87.0,13
2572,390,21.0,28
2573,520,42.0,27
2574,290,15.0,18
2575,160,2.0,4
2576,380,2.0,34
2577,120,2.0,5
2578,210,2.0,6
2579,300,0.0,27
2580,460,5.0,41
2581,360,2.0,32
2582,490,69.0,18
2583,150,1.0,12
2584,350,3.0,32
2585,200,0.0,14
2586,850,60.0,58
2587,900,63.0,62
2588,100,19.0,2
2589,90,17.0,2
2590,190,36.0,2
2591,300,18.0,20
2592,690,60.0,37
2593,800,65.0,45
2594,280,47.0,6
2595,110,1.0,2
2596,110,1.0,2
2597,190,26.0,9
2598,190,26.0,9
2599,90,11.0,4
2600,90,11.0,4
2601,80,11.0,3
2602,80,11.0,3
2603,90,10.0,5
2604,90,10.0,5
2605,360,22.0,23
2606,350,4.0,30
2607,70,17.0,0
2608,70,17.0,0
2609,90,19.0,2
2610,280,0.0,11
2611,280,0.0,11
2612,1780,163.0,99
2613,120,29.0,0
2614,150,36.0,0
2615,210,51.0,0
2616,480,116.0,0
2617,840,17.0,65
2618,210,25.0,6
2619,770,57.0,49
2620,1020,83.0,61
2621,1130,43.0,82
2622,930,47.0,61
2623,980,17.0,75
2624,870,34.0,58
2625,1010,50.0,66
2626,970,48.0,63
2627,900,48.0,58
2628,860,47.0,55
2629,830,48.0,53
2630,780,46.0,50
2631,970,52.0,65
2632,920,50.0,62
2633,340,63.0,7
2634,640,50.0,39
2635,420,47.0,23
2636,360,47.0,15
2637,1130,104.0,62
2638,1130,104.0,62
2639,1220,54.0,82
2640,880,80.0,50
2641,1420,99.0,95
2642,1530,105.0,103
